Product_name,product_id,User,Review_title,Review_description,Rating,Dates,combined_review,sentiment_scores,sentiment
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Enk,more filler than tea,"YOU WOULDN'T THINK THEY FIND  A FILLER FOR TEA BAGS ..only in America.... if tazo gets rid of the bath salts they add(citric acid)it would be a good tea. Other then that its not that good the salt added twangs the tea to just a sour dehydrated mess. usally hibiscus is a bitter sweet taste near rosery not in this though..  tasted like viks vapor rub. 

i did a test with bath salts (citric acid) often mistaken for citrUS acid.. 
Mildew generated x2 as fast with a steam cleaned area.. when steamed with citric acid.. But when i degreased my car.. it(citric acid) did break down l the grease on the engine block but left a ** plaque** residue days after where i cleaned with a citric acid infused steam cleaner... imagine all that plaque forming in you, after ingested all tht citric acid, bath salts....

Get rid of the bath salts filler and it would be a good tea!!!!",2/5,10/23/2024,"more filler than tea YOU WOULDN'T THINK THEY FIND  A FILLER FOR TEA BAGS ..only in America.... if tazo gets rid of the bath salts they add(citric acid)it would be a good tea. Other then that its not that good the salt added twangs the tea to just a sour dehydrated mess. usally hibiscus is a bitter sweet taste near rosery not in this though..  tasted like viks vapor rub. 

i did a test with bath salts (citric acid) often mistaken for citrUS acid.. 
Mildew generated x2 as fast with a steam cleaned area.. when steamed with citric acid.. But when i degreased my car.. it(citric acid) did break down l the grease on the engine block but left a ** plaque** residue days after where i cleaned with a citric acid infused steam cleaner... imagine all that plaque forming in you, after ingested all tht citric acid, bath salts....

Get rid of the bath salts filler and it would be a good tea!!!!","{'neg': 0.056, 'neu': 0.866, 'pos': 0.077, 'compound': 0.5296}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,LondaB,Surprised and concern,"I received the tea boxes torn up, just makes me feel a little concerned about what's going on with the product",1/5,10/24/2024,"Surprised and concern I received the tea boxes torn up, just makes me feel a little concerned about what's going on with the product","{'neg': 0.084, 'neu': 0.837, 'pos': 0.079, 'compound': -0.0258}",negative
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,shareesac,,Sooo good and refreshing  I like to put a little honey and make iced tea with the passion tea,4/5,10/25/2024, Sooo good and refreshing  I like to put a little honey and make iced tea with the passion tea,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8126}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,KansasMom2Two,,I didn't like the flavor. Not what I expected for the way it was described on the product. I only tried it once and threw the rest away.,1/5,10/26/2024, I didn't like the flavor. Not what I expected for the way it was described on the product. I only tried it once and threw the rest away.,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.2755}",negative
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,kasassy,Passion is my Passion...,I love this tea!!!  Just wish it was still available in gallon-size. It was certainly more cost effective than having to tie 7 little tea bags together. I'll do what I have to do though to make my TAZO Passion Iced Tea :),5/5,10/27/2024,Passion is my Passion... I love this tea!!!  Just wish it was still available in gallon-size. It was certainly more cost effective than having to tie 7 little tea bags together. I'll do what I have to do though to make my TAZO Passion Iced Tea :),"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.9704}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Believe63,I love this Tazo Passion Herbal Tea,"I purchased this tea on a whim, and have purchased several boxes since. The flavor is bright and since it has no caffeine, I can drink it day or night.",5/5,10/28/2024,"I love this Tazo Passion Herbal Tea I purchased this tea on a whim, and have purchased several boxes since. The flavor is bright and since it has no caffeine, I can drink it day or night.","{'neg': 0.053, 'neu': 0.702, 'pos': 0.245, 'compound': 0.836}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Amanda,,"I like tea that has lots of flavor. This tea definitely fits the bill. It's slightly sour, which I love too! It is the perfect way to end a long, busy work day before bed.",5/5,10/29/2024," I like tea that has lots of flavor. This tea definitely fits the bill. It's slightly sour, which I love too! It is the perfect way to end a long, busy work day before bed.","{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.9206}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,stephtayl0r,????Passion tea ????,"Tazo tea is delish. Great to have iced or hot, if iced the level of hibiscus enhances and it tastes amazing. I love the vibrant color of the tea and how beautiful it looks and the different herbal in the tea blend beautifully together. ??",4/5,10/30/2024,"????Passion tea ???? Tazo tea is delish. Great to have iced or hot, if iced the level of hibiscus enhances and it tastes amazing. I love the vibrant color of the tea and how beautiful it looks and the different herbal in the tea blend beautifully together. ??","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.9778}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,TEASUP,SUPURB,"ENJOYED, AS IT IS A SMOOTH DRINK HOT OR COLD. FLAVORS BLEND VERY WELL TOGETHER. AND WITH SOME RASBERRY SYRUP TO TOP IT OFF-IT'S TEA TIME FOR SURE.
THE ONLY DOWNSIDE IS, I WISH IT WAS CARRIED IN THE REATIL STORES. I FOUND A LOCAL COMPETITOR OTHER THAN STARBUCKS WHO ACTUALLY CARRIES THIS FLAVOR AND PURCHASED IT FROM THERE DUE TO IT TOOK MY SHIPMENT SO LONG.
BELIEVE IT OR NOT, BUT THERE ARE OTHER TAZO FLAVORS WALMART CARRY IN STORE, BUT NOT HIS ONE. GO FIGURE.",5/5,10/31/2024,"SUPURB ENJOYED, AS IT IS A SMOOTH DRINK HOT OR COLD. FLAVORS BLEND VERY WELL TOGETHER. AND WITH SOME RASBERRY SYRUP TO TOP IT OFF-IT'S TEA TIME FOR SURE.
THE ONLY DOWNSIDE IS, I WISH IT WAS CARRIED IN THE REATIL STORES. I FOUND A LOCAL COMPETITOR OTHER THAN STARBUCKS WHO ACTUALLY CARRIES THIS FLAVOR AND PURCHASED IT FROM THERE DUE TO IT TOOK MY SHIPMENT SO LONG.
BELIEVE IT OR NOT, BUT THERE ARE OTHER TAZO FLAVORS WALMART CARRY IN STORE, BUT NOT HIS ONE. GO FIGURE.","{'neg': 0.017, 'neu': 0.884, 'pos': 0.099, 'compound': 0.6424}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Clarybelle,The only herbal tea I like,I have been disappointed with most herbal tea blends in the past. This one is fabulous; full of flavor and almost like dessert with added sugar. I take some with me while traveling so I can have a decaf beverage at night in the hotel. Great price at Walmart; I have paid far more in the store (when they carry it).,5/5,11/1/2024,The only herbal tea I like I have been disappointed with most herbal tea blends in the past. This one is fabulous; full of flavor and almost like dessert with added sugar. I take some with me while traveling so I can have a decaf beverage at night in the hotel. Great price at Walmart; I have paid far more in the store (when they carry it).,"{'neg': 0.043, 'neu': 0.782, 'pos': 0.175, 'compound': 0.8555}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,DevilToad,Love This Tea,"I bought a box of this tea just to try it out and enjoyed it so much that I bought three more boxes when I used up the first. It has a unique flavor and is also decaffeinated, so I can enjoy a cup in the evening without worrying that it will negatively affect my sleep.",5/5,11/2/2024,"Love This Tea I bought a box of this tea just to try it out and enjoyed it so much that I bought three more boxes when I used up the first. It has a unique flavor and is also decaffeinated, so I can enjoy a cup in the evening without worrying that it will negatively affect my sleep.","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.9188}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,Pann,Walmart sucks,Message that items were delivered but they were not and that the shipper mislabeled it should have been labeled delayed and was promised that they would in 48 hours and they have still not been delivered and is still labeled as such on this site. I will not shop at Walmart for any reason and I will remove my prescription from the pharmacy as well,1/5,11/3/2024,Walmart sucks Message that items were delivered but they were not and that the shipper mislabeled it should have been labeled delayed and was promised that they would in 48 hours and they have still not been delivered and is still labeled as such on this site. I will not shop at Walmart for any reason and I will remove my prescription from the pharmacy as well,"{'neg': 0.058, 'neu': 0.859, 'pos': 0.083, 'compound': 0.4215}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,jennifermiller213,Pleased,"I cannot find the Passion Tazo Teas in the grocery stores, only the other kinds, this is the only place that I have found them besides Starbucks, they are way overpriced though. I found this by accident and will continue to order them here online whenever I'm about out of them. So happy with the no shipping costs as well, very good value for the quanity I recieved.",5/5,11/4/2024,"Pleased I cannot find the Passion Tazo Teas in the grocery stores, only the other kinds, this is the only place that I have found them besides Starbucks, they are way overpriced though. I found this by accident and will continue to order them here online whenever I'm about out of them. So happy with the no shipping costs as well, very good value for the quanity I recieved.","{'neg': 0.097, 'neu': 0.7, 'pos': 0.202, 'compound': 0.8118}",positive
"TAZO PASSION Tea Bags, Herbal Tea, 20 Count Box",14122880,jreye132,Love this Tea!,"I bought this after trying the passion fruit lemonade at Starbucks, and brewing a cup of this tea with some lemon, cooled with ice, you get the same drink at a significantly lower price! Love this tea as iced tea, sweetened or unsweetened. Will definitely order again, or order in bulk!",5/5,11/5/2024,"Love this Tea! I bought this after trying the passion fruit lemonade at Starbucks, and brewing a cup of this tea with some lemon, cooled with ice, you get the same drink at a significantly lower price! Love this tea as iced tea, sweetened or unsweetened. Will definitely order again, or order in bulk!","{'neg': 0.035, 'neu': 0.728, 'pos': 0.237, 'compound': 0.9297}",positive
